Category,Activity_name,Price,Age_range,Activity_description,Available_dates 
İdman və Döyüş Sənəti,Ay-Try: Toxmaqla Ritmik Yeriş,10,12+,"Toxmaqla Ritmik Yeriş haqqında
Qaçış və yeriş zamanı fiziki gərginlik bədənin yalnız aşağı hissəsinə ötürülürsə, Toxmaqla Ritmik Yeriş zamanı əl, boyun, çiyin nahiyəsi, qarın və kürək əzələləri, bütövlükdə bədən əzələlərinin 90%-i hərəkətə gəlir.
Toxmaqla Ritmik Yeriş idman növü iştirakçılarda koordinasiyanı yaxşılaşdırır, əsəb gərginliyini aradan qaldırır və işgüzarlığı artırır.
Proqram
Bu fəaliyyətimizdə  iştirakçılar toxmaq adlandırılan xüsusi aləti tutaraq əllərini eyni zamanda irəli və geri hərəkət etdirməklə əzələ sistemlərini işlədirlər. Fərdi və qrup şəkilində keçən sessiyalar həm də iştirakçıların bir-birilə yeriş zamanı ünsiyyət qurmasına da şərait yaradacaq.
Proqrama nə daxildir

Toxmaqla Ritmik Yeriş üzrə peşəkar Ay-Try məşqçisi tərəfindən təlim
Xüsusi yürüş çubuqları (Toxmaq)
İstifadə qaydaları
Gəzinti marşrutunun izahı

Vacib qeydlər: İştirakçılardan xüsusi hazırlıq tələb olunmur və hər yaş qrupuna və müxtəlif sağlamlığa malik olan insanlar üçün əlverişlidir. Toxmaqlar təşkilatçılar tərəfdən təmin edilir.
Sessiyanın dili: Sessiya paralel olaraq Azərbaycan və Rus dillərində aparılacaq.
Ünvan: Heydər Əliyev Parkı (Azadlıq metrosu yaxınlığı)
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
İndi qeydiyyatdan keçin!","['Şən. - Baz, 08:00-10:00 (29 Apr. - 31 Dek.)', 'Şən. - Baz, 18:00-19:30 (29 Apr. - 31 Dek.)']"
İncəsənət və Sənətkarlıq,Keramika Master-klassı,25,4+,"Qiymətə daxildir: 

Peşəkar Keramist Rəssam tərəfindən təlim
Keramika masterklassı (1 əsər; hazırlanan əsəri iştirakçı özü ilə aparır).
Bütün lazımi ləvazimatlar və material (çarx, gil, forma verən alət və qəliblər, önlük, və s).
Əsərin rəngli angoblar (xüsusi boyalar keramika üçün) ilə dizayn edilməsi (fırça və boyalar təmin olunur).
Çay süfrəsi və dadlı şirniyyatlar
Foto sessiya imkanı (öz kameranızla)
Müddət: Təqribi 2 saat

Qiymət: 30 Azn
Ünvan: Azərbaycan prospekti (İçərişəhər)
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Keramika Sənəti Haqqında
Keramika tarixinin təxminən 20000 il əvvələ qədər uzandığını bilirdiniz? Hətta dünyaca məşhur rəssam Pablo Pikasso da bu sənətə vurularaq öz emalatxanasında 3000-dən çox saxsıqab və heykəl düzəldib. 
Proqram
Masterklass bir iştirakçı üçün 2 saat davam edir. Bu fəaliyyətdə iştirakçı saxsı qabların hazırlanmasının müxtəlif üsulları ilə tanış olur və müxtəlif texnikaları istifadə etməklə gilə arzu olunan formanı nəcə verməyi öyrənir. Bir sözlə, əlində olan gil və suyu öz xəyalındakı əsərə necə çevirə biləcəyini kəşf edir. Daha sonra öz zövqünə uyğun əsəri rəngləyir.
Hazırladığınız məhsul 3-4 həftə sonra tam hazır formada Sizə təhvil verilir.
 ","['Baz.E. - Şən., 11:00-20:00 (28 Apr. - 30 Dek.)', 'Baz.E. - Baz, 11:00-20:00 (28 Apr. - 31 May)']"
İncəsənət və Sənətkarlıq,Duz Keramika Əbədi Əl izləri,11,2+,"Duz Keramika sənəti ilə əl izlərini əbədiləşdirin.
Qiymətə daxildir: 

Peşəkar sənətkar tərəfindən masterklass;
Bütün ləvazimatlar emalatxana tərəfindən təmin edilir;
İştirakçı işlədiyi əsəri özü ilə aparır;
Müddət: Təqribi 1 saat.

Qiymət: 15AZN (1 nəfər)
Dil: Azərbaycan dilində aparılır.
Ünvan: Nizami küçəsi (Tarqovi).
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.
Duz Keramika Haqqında
Uşaqların kiçik əzələlərini inkişaf etdirən xəmir işlərindən biri olan duz keramika ilə gününüzü səmərəli keçirmək istərdinizmi?
Keramika işi uşaqlar üçün bir oyundur. Onların dünyasındakı bir çox şey oyundur. Uşaqlar bunu sənət əsərləri ərsəyə gətirmək üçün etmir. Gələcəyimizin xəzinəsi olan balacalar bu kimi işlərdə daxili dünyalarını ortaya qoyurlar. Uşaqlar mülahizə, həyəcan, sevinc və yaradıcılıqla zəngin daxili bir dünyaya sahibdirlər. Bunları nitqi ilə ifadə edə bilməyən uşaqlar rəsm və keramika ilə özünü ifadə edə bilər. Kiçik qəhrəmanlar bizlərə deyə bilmədiklərini rəsm və keramika ilə ifadə edərək gələcəyə bu günün xatirələrini hədiyyə edirlər. Onlar həmçinin Duz Keramika xəmiri üzərində əl və ya ayaq izlərini həkk edərək bunu xoş xatirə kimi əbədiləşdirə bilirlər. Duz Keramika xəmiri ilə əl izini əbədiləşdir, illər keçsə də izlər eyni qalsın!","['Baz.E. - Baz, 14:00-16:00 (29 Apr. - 31 Dek.)']"
İdman və Döyüş Sənəti,Trampoline Həyacanı Yaşa,10,2+,"Müasir dizaynda tam təhlükəsiz trampilin mərkəzi.
Mərkəzə 2 yaş və 2 yaşdan yuxarı hər kəs daxil ola bilər.
Qiymət:

60 dəqiqə -15 AZN,
30 dəqiqə- 10AZN.

Tarix: Həftənin hər günü saat 11:00 22:00 
Qeyd: Mərkəzdə kafe də fəaliyyət göstərir (uşaqlarnıza rahat şəkildə nəzarət edə bilərsiz).
Ünvan: Əhmədli m/s, Sarayevo küç. Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Cüm., 11:00-22:00 (28 Apr. - 29 Dek.)', 'Baz.E. - Cüm., 11:00-22:00 (28 Apr. - 29 Dek.)']"
İdman və Döyüş Sənəti,3-ü 1-də Qrup Paketi 123 Güllə Atıcılıq,66,7+,"Qiymətə daxildir

Silahla düzgün davranış və təhlükəsizlik qaydaları üzrə brifinq
Peşəkar təlim (düzgün duruş, silahın tutulması, nişan almaq və atəş qaydaları)
İştirakçıya uyğun ölçüdə silah
75 ədəd airsoft avtomat gülləsi
20 ədəd ox atışı
28 ədəd snayper gülləsi 
Qoruyucu vasitə atıcı gözlüklər (avtomat üçün)
Müxtəlif məsafələrdə olan sabit hədəflər (20 metr, 30 metr, 42 metr)
Fotosessiya imkanı (öz kameranızla)

Qiymət: 66AZN (avtomatdan 75 atış, snayperdən 28 atış, oxdan 20 atış +  təlim)
İştirakşı sayı: 4-5 nəfər üçün idealdır.
Vacib qeydlər:

Heç vaxt silah tutmayan və praktiki atıcılıq idmanı ilə tanış olmaq istəyən, yeni başlayanlar üçün də uyğundur.
16 yaşından aşağı uşaqların valideynlə birlikdə gəlməsi mütləqdir.
Aylıq təlimdə iştirak edənlərə peşəkar atıcılıq sertifikatı verilir.

Dil: Azərbaycan və ya Rus dilində (istəyə uyğun olaraq).
Ünvan: Azərbaycan Nəşriyyatın yaxınlığı
Ləğv qaydası: Qeydiyyatınızı sessiyanın başlamasından 96 saat əvvələ qədər ləğv etmək imkanınız var. 
Təlimçi haqqında

İngiltərənin atıcılıq akademiyasının rəhbəri Filip Torald tərəfindən və Rusiya atıcılıq üzrə yığma komandasında təlim almışdır.
Atıcılıq üzrə beynəlxalq dərəcəli sertifikatlara sahibdir, həmçinin beynəlxalq və yerli yarışların təşkilatçısıdır. Tələbələri dəfələrlə atıcılıq üzrə keçirilən yarışlarda qalib olmuşdur.
13 illik təcrübəyə malikdir, Beynəlxalq Döyüş və Xüsusi Hazırlıq federasiyasının Vitse prezidentidir.

Atıcılıq və Oxçuluq Növü Haqqında

Action AIR çərçivəsində siz əsas silahla təhlükəsiz davranış bacarıqları əldə edəcək və praktiki atış qaydaları ilə tanış olacaqsınız. Fəaliyyət həm böyüklər, həm də uşaqlar üçün nəzərdə tutulmuş, müasir, dinamik və innovativ idman növüdür.
Optik nişangahlı tüfəng (PCP Snayper) ilə atəş açmağı öyrənmək fokusu artırır, görmə qabiliyyətini genişləndirir, fiziki intizam və gücü artırır. O həm də adrenalin hormonunun ifrazına səbəb olaraq iştirakçılara xoş və əyləncəli anlar yaşadır.
Oxçuluq isə oxçuluğun olimpiya növü ilə məşğul olursunuz. Əvvəlcə yayın və oxun düzgün tutulma qaydalarını öyrəndikdən və təlimçinin praktik izahından sonra məşqçilərin nəzarətində sərbəst atışlar edirlər.

İndi qeydiyyatdan keçin, asudə vaxtınızı daha xoş keçirin!Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Çərş.A. - Baz, 12:00-20:00 (28 Apr. - 31 Dek.)']"
Digər,Növbəti Stansiya / Kvest Oyunu,9,10+,"Bakı metrosundan ən az 1 dəfə istifadə etmisinizsə, məşhur “Qapılar bağlanır! Növbəti stansiya…” xəbərdarlığını artıq eşitmisiniz. Çatdığımız və ya getməkdə olduğumuz metro stansiyasını bizə xatırladan bu səs həm də müxtəlif musiqi parçaları ilə də müşayiət olunur.
Bu dəfə oynayacağınız oyunda isə axtarılan destinasiyaları tapıb elan etmək vəzifəsi sizin üzərinizə düşəcək!
Bakı Bulvarı boyunca uzanan yolda lazımi məntəqələri müəyyənləşdirib cavab bölməsində qeyd etməklə növbəti stansiyaya doğru yola çıxmaq haqqı qazanacaqsınız.
Qiymət:

Standart bilet: 9azn
Qrup bileti: 30azn (maksimum 6 nəfər)

Qeyd: 6 nəfərdən çox olsanız, əlavə bilet almaq lazımdır.
Qiymətə nə daxildir?

Baku bulvarında kvestdə oyunu
Xüsusi proqram təminatı
Oyun müddətində dəstək (İstənilən çətinlik yarandıqda bələdçimiz ilə əlaqə saxlayırsınız və sizə dəstək göstərilir.)
Sərbəst foto və video çəkiliş 

Müddət: Oyun təqribi 2 saat davam edir. Kvest 24 saat ərzində aktiv olaraq qalır,fasilə ilə oynaya bilərsiniz.
Yaş: 10+ 
Dil: Azərbaycan və ya İngilis (siz seçirsiniz).
Başlanğıc nöqtəsi: Azneft meydanı
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir","['Baz.E. - Baz, 09:00-23:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 10:00-22:00 (28 Apr. - 31 Dek.)']"
Sağlamlıq və Qidalanma,Ətir Laboratoriyası / Ətriyyatçı,30,10+,"Bu masterklass iştirakçıları öz zövqlərinə uyğun ətir hazırlamaq təcrübəsi yaşayırlar. 
Proqrama nələr daxildir:

Laboratorant tərəfindən təlimat
İştirakçıya uyğun ətir notları
Ətirin hazırlanması
Bütün lazımi ləvazimatlar (ətir notları, flakonlar, önlük, alətlər və s)

Qiymət:

Ekonom bilet (12ml) - 30AZN
Ekokom Plus bilet (15ml) - 40AZN
Standart bilet (30ml) -  65AZN
Standart Plus bilet (50ml) - 110AZN
Premium bilet (100ml) - 180AZN

Ünvan: Gənclik metro stansiyası yaxınlığı (dəqiq məkan göndəriləcək)
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Baz, 11:00-21:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 11:00-21:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 11:00-21:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 11:00-21:00 (28 Apr. - 31 Dek.)', 'Baz.E. - Baz, 11:00-21:00 (28 Apr. - 31 Dek.)']"
İdman və Döyüş Sənəti,3-ü 1-də Ailə Paketi 100 Güllə Atıcılıq,54,7+,"Qiymətə daxildir

Silahla düzgün davranış və təhlükəsizlik qaydaları üzrə brifinq
Peşəkar təlim (düzgün duruş, silahın tutulması, nişan almaq və atəş qaydaları)
İştirakçıya uyğun ölçüdə silah
60 ədəd airsoft avtomat gülləsi
20 ədəd ox atışı
20 ədəd snayper gülləsi 
Qoruyucu vasitə atıcı gözlüklər (avtomat üçün)
Müxtəlif məsafələrdə olan sabit hədəflər (20 metr, 30 metr, 42 metr)
Fotosessiya imkanı (öz kameranızla)

Qiymət: 54AZN (avtomatdan 60 atış, snayperdən 20 atış, oxdan 20 atış +  təlim)
İştirakşı sayı: 4-5 nəfər üçün idealdır.
Vacib qeydlər:
Heç vaxt silah tutmayan və praktiki atıcılıq idmanı ilə tanış olmaq istəyən, yeni başlayanlar üçün də uyğundur.16 yaşından aşağı uşaqların valideynlə birlikdə gəlməsi mütləqdir.Aylıq təlimdə iştirak edənlərə peşəkar atıcılıq sertifikatı verilir.Dil: Azərbaycan və ya Rus dilində (istəyə uyğun olaraq).
Ünvan: Azərbaycan Nəşriyyatın yaxınlığı.
Ləğv qaydası: Qeydiyyatınızı sessiyanın başlamasından 96 saat əvvələ qədər ləğv etmək imkanınız var. 
Təlimçi haqqında

İngiltərənin atıcılıq akademiyasının rəhbəri Filip Torald tərəfindən və Rusiya atıcılıq üzrə yığma komandasında təlim almışdır.
Atıcılıq üzrə beynəlxalq dərəcəli sertifikatlara sahibdir, həmçinin beynəlxalq və yerli yarışların təşkilatçısıdır. Tələbələri dəfələrlə atıcılıq üzrə keçirilən yarışlarda qalib olmuşdur.
13 illik təcrübəyə malikdir, Beynəlxalq Döyüş və Xüsusi Hazırlıq federasiyasının Vitse prezidentidir.

Atıcılıq və Oxçuluq Növü Haqqında

Action AIR çərçivəsində siz əsas silahla təhlükəsiz davranış bacarıqları əldə edəcək və praktiki atış qaydaları ilə tanış olacaqsınız. Fəaliyyət həm böyüklər, həm də uşaqlar üçün nəzərdə tutulmuş, müasir, dinamik və innovativ idman növüdür.
Optik nişangahlı tüfəng (PCP Snayper) ilə atəş açmağı öyrənmək fokusu artırır, görmə qabiliyyətini genişləndirir, fiziki intizam və gücü artırır. O həm də adrenalin hormonunun ifrazına səbəb olaraq iştirakçılara xoş və əyləncəli anlar yaşadır.
Oxçuluq isə oxçuluğun olimpiya növü ilə məşğul olursunuz. Əvvəlcə yayın və oxun düzgün tutulma qaydalarını öyrəndikdən və təlimçinin praktik izahından sonra məşqçilərin nəzarətində sərbəst atışlar edirlər.

İndi qeydiyyatdan keçin, asudə vaxtınızı daha xoş keçirin!
Ləğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Çərş.A. - Baz, 12:00-20:00 (28 Apr. - 31 Dek.)']"
Turlar və Səyahət,Balıqçı Turu,25,16+,"Dostlarınızla əylənmək üçün sizə başqa bir alternativ təklif edirik. Balıq tutma turu ilə bir çox fərqli balıq tuta və əylənə bilərsiniz. Daha əvvəl balıq ovuna getməyənlər üçün də yaxşı bir təcrübə olacaq, professional təlimçi tərəfindən hər şey öyrədiləcək. 
Tura daxildir :

Peşəkar tilovlar(hərəyə bir ədəd).
Peşəkar balıqçıdan balıqçılıq təlimi.
Balıq yemi.
Samovar çayı və şirniyyat.
Fotosessiya.
Çadır və taxta domik.
Tutulan balıqlar pulsuz verilir. 

Qiymət:
25AZN / 1 nəfər
Görüş yeri: Həzi Aslanov metro stansıyası yaxınlığı, saat 09:00. Müddət: 11:00 - 17:00İştirakçı sayı: 10-15nəfər arası olmalıdır.Ünvan: Türkan kəndi
Əvvəlcədən yaxşı vaxt arzulayırıq.
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz - Baz, 09:00-17:00 (30 Apr. - 30 Apr.)']"
"Festival, Şənlik, Bazar",Color Balloon Fest ilə Həyatına Rəng Qat,12,7+,"Azərbaycanda ilk dəfə keçiriləcək “Color Balloon Fest”ə hazırsınız?
Möhtəşəm performanslar ilə, əyləncəni dolu-dolu yaşayacaq toz boyalarımız və balonlar ilə həyatınıza rəng qatacaqsınız.  Əmin olun ki,siz “Rəng və Su Döyüşü” adı altında Dj’lərin hərarətli musiqiləri ilə çox əylənəcəksiniz.
Tarix: 17 iyunSaat: 12:00-21:00Ünvan: Af Hotel&Aqua Park Complex
Line up:

DJ TİMMY
DJ SADİQ
DJ KAMO
DJ ERİCK
DJ ULYA
DMC FEARLESS

Bilətlər:

Standart: 12azn (festival ərazisnə giriş)
Medium: 20azn (festival ərazisinə giriş, 2 holi rəng 2 su balonu)
VİP: 50azn (festivala ərazisinə giriş, 5 holi rəng, 10 su balon, 2 energetik içki, 1 elektron qəlyan)

Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Şən. - Şən., 12:00-21:00 (17 Iyn. - 17 Iyn.)', 'Şən. - Şən., 12:00-21:00 (17 Iyn. - 17 Iyn.)', 'Şən. - Şən., 12:00-21:00 (17 Iyn. - 17 Iyn.)']"
Turlar və Səyahət,17-ci Mərtəbə | Romantik Axşam,145,18+,"17-ci mərtəbənin terrasında dəniz və şəhər mənzərəli tək masada sevdiyiniz insanla unudulmaz anlar yaradın.
Qiymətə daxildir:

Romantik bəzədilmiş məkan (masada şamlar, çiçəklər, romantik fənərlər, baxımlı masa örtüyü və oturacaqları, şarlar, led dekorativ işıqlar və s.)
2 nəfərlik masa (məkan yaşayış binanısın üstüdür və məkanda sizdən başqa heç kim olmur)
Çay, şirniyyat və çərəzlər
Musiqi (telefondan öz musiqinizi səsgücləndiriciyə qoşmaq imkanı)

Əlavə ödənişlə aşağıdakı xidmətləri də sifariş etmək mümkündür:

Canlı skripka - 60 azn
Fotoçəkiliş - 70 azn
İşıqlı hərflər - 10 azn / 1 hərf
""Marry Me"" yazısı - 50 azn (tam yazı)
Qırmızı xalça girişdən dekora qədər məsafə - 30 azn (xalçaboyu şamlar ilə birlikdə)
Yemək, qarışıq kəbab seti, su meyvə şirəsi, salat - 60 azn
Əlavə 1 saat - 30 azn 

Qeyd: Terrasa qalxmaq rahatdır və binanın liftindən istifadə edilir.
Ünvan: Elmlər Akademiyası metro stansiyası yaxınlığı. (Dəqiq məkan (konum) göndəriləcək).
Ləğv qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Baz, 12:00-00:00 (28 Apr. - 31 Dek.)']"
İdman və Döyüş Sənəti,Bowling,20,15+,"▪️HƏFTƏ İÇİ 5 GÜN
👥 8 Nəfərə qədər qrup, 1 saat müddətində oyunun qiyməti 20 AZN!!!
⏰Saat 11:00dan -17:00dək.
👥8 Nəfərə qədər qrup, yarım saat müddətində oyunun qiyməti 20 AZN, 1 saat müddətində oyunun qiyməti 40AZN.
⏰ Saat 17:00dan-00:30dək
  ▪️HƏFTƏ SONU və bayram günləri
👥8 Nəfərə qədər qrup, 1saat müddətində oyunun qiyməti 40 AZN.
⏰saat 11:00dan-00:30dəkLəğv Qaydası: Xidmətin baş tutmasına 96 saat və ya daha çox müddət qaldıqda bilet geri qaytarılarsa və ya dəyişdirilərsə, bilet dəyərinin 20%-i tutulur. Xidmətin baş tutmasına 96 saat və ya daha az müddət qaldıqda bilet geri qaytarılmır və ya dəyişdirilmir.","['Baz.E. - Cüm., 11:00-17:00 (28 Apr. - 31 )', 'Baz.E. - Cüm., 17:00-12:30 (28 Apr. - 31 Dek.)', 'Baz.E. - Cüm., 17:00-12:30 (28 Apr. - 31 )', 'Şən. - Baz, 11:00-12:30 (29 Apr. - 31 Dek.)']"
